OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
27-3011,Radio and Television Announcers,detailed,"30,390",3.2,22.31,"46,410",2.6,8.65,10.02,14.88,23.52,41.72,"18,000","20,840","30,960","48,910","86,780",,
47-4000,Other Construction and Related Workers,minor,"393,710",0.9,22.29,"46,370",0.4,12.14,15.31,20.16,27.34,36.50,"25,240","31,850","41,930","56,870","75,910",,
47-2000,Construction Trades Workers,minor,"4,076,800",0.3,22.25,"46,290",0.2,12.00,15.06,19.72,27.68,36.91,"24,970","31,310","41,020","57,580","76,770",,
53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,"13,390",6.3,22.21,"46,200",1.9,12.59,15.24,20.39,28.31,35.27,"26,200","31,690","42,420","58,890","73,350",,
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"1,895,770",0.4,22.20,"46,170",0.4,11.91,15.32,20.21,27.46,35.82,"24,760","31,880","42,030","57,120","74,500",,
21-0000,Community and Social Service Occupations,major,"1,972,140",0.4,22.19,"46,160",0.4,11.81,15.28,20.20,27.48,35.85,"24,560","31,780","42,010","57,150","74,560",,
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,"115,400",2.1,22.19,"46,150",1.2,12.25,15.70,20.84,27.76,34.79,"25,470","32,650","43,340","57,750","72,360",,
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,"251,750",1.0,22.17,"46,110",0.3,13.79,16.96,21.40,26.90,32.18,"28,680","35,280","44,520","55,950","66,940",,
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"251,750",1.0,22.17,"46,110",0.3,13.79,16.96,21.40,26.90,32.18,"28,680","35,280","44,520","55,950","66,940",,
47-2053,Terrazzo Workers and Finishers,detailed,"3,250",11.7,22.14,"46,050",4.2,12.72,14.95,19.57,27.27,35.96,"26,460","31,090","40,710","56,730","74,800",,
21-2000,Religious Workers,minor,"76,370",2.0,22.12,"46,020",0.8,9.44,13.79,19.98,27.78,36.98,"19,630","28,680","41,550","57,770","76,920",,
49-0000,"Installation, Maintenance, and Repair Occupations",major,"5,374,150",0.2,22.11,"45,990",0.1,11.37,15.13,20.57,27.88,35.58,"23,650","31,480","42,790","57,990","74,010",,
53-6010,Bridge and Lock Tenders,broad,"3,170",3.3,22.10,"45,980",1.0,12.69,17.56,23.33,26.49,29.02,"26,400","36,520","48,520","55,100","60,350",,
53-6011,Bridge and Lock Tenders,detailed,"3,170",3.3,22.10,"45,980",1.0,12.69,17.56,23.33,26.49,29.02,"26,400","36,520","48,520","55,100","60,350",,
29-2055,Surgical Technologists,detailed,"100,270",1.3,22.09,"45,940",0.3,15.10,17.47,21.31,25.96,30.48,"31,410","36,340","44,330","54,000","63,410",,
35-1011,Chefs and Head Cooks,detailed,"129,370",1.9,22.07,"45,920",0.8,11.13,14.83,19.95,27.46,35.66,"23,150","30,840","41,500","57,110","74,170",,
29-2000,Health Technologists and Technicians,minor,"2,909,230",0.4,22.04,"45,850",0.2,12.13,15.45,20.28,27.23,35.28,"25,230","32,130","42,190","56,630","73,380",,
19-4060,Social Science Research Assistants,broad,"28,060",2.8,22.00,"45,760",1.2,9.87,15.42,20.42,26.83,35.23,"20,540","32,080","42,480","55,810","73,280",,
19-4061,Social Science Research Assistants,detailed,"28,060",2.8,22.00,"45,760",1.2,9.87,15.42,20.42,26.83,35.23,"20,540","32,080","42,480","55,810","73,280",,
29-2099,"Health Technologists and Technicians, All Other",detailed,"104,020",1.5,21.98,"45,730",0.6,12.75,15.40,19.84,26.70,33.82,"26,520","32,030","41,260","55,540","70,340",,
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"10,400",4.8,21.93,"45,620",1.7,11.78,15.54,21.13,27.71,33.96,"24,510","32,310","43,950","57,640","70,640",,
47-2081,Drywall and Ceiling Tile Installers,detailed,"88,490",2.5,21.88,"45,510",1.2,12.62,15.54,18.85,25.37,37.51,"26,250","32,320","39,220","52,770","78,030",,
47-2120,Glaziers,broad,"44,230",3.6,21.84,"45,420",1.2,12.28,15.41,18.96,26.17,38.01,"25,550","32,060","39,440","54,440","79,050",,
47-2121,Glaziers,detailed,"44,230",3.6,21.84,"45,420",1.2,12.28,15.41,18.96,26.17,38.01,"25,550","32,060","39,440","54,440","79,050",,
33-3012,Correctional Officers and Jailers,detailed,"427,790",0.5,21.79,"45,320",0.7,13.38,15.84,19.49,26.79,35.12,"27,830","32,960","40,530","55,720","73,060",,
33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"445,520",0.5,21.78,"45,310",0.7,13.36,15.82,19.51,26.89,35.12,"27,780","32,900","40,580","55,930","73,060",,
19-4020,Biological Technicians,broad,"72,900",2.5,21.75,"45,230",0.7,12.80,15.86,20.02,25.99,33.26,"26,610","32,990","41,650","54,060","69,180",,
19-4021,Biological Technicians,detailed,"72,900",2.5,21.75,"45,230",0.7,12.80,15.86,20.02,25.99,33.26,"26,610","32,990","41,650","54,060","69,180",,
27-3010,Announcers,broad,"38,380",2.8,21.72,"45,170",2.3,8.58,9.69,14.46,23.51,40.78,"17,850","20,150","30,080","48,900","84,820",,
21-2020,"Directors, Religious Activities and Education",broad,"20,280",3.9,21.71,"45,160",1.7,9.30,12.80,18.65,27.20,38.88,"19,350","26,630","38,780","56,570","80,880",,
21-2021,"Directors, Religious Activities and Education",detailed,"20,280",3.9,21.71,"45,160",1.7,9.30,12.80,18.65,27.20,38.88,"19,350","26,630","38,780","56,570","80,880",,
21-1014,Mental Health Counselors,detailed,"128,200",1.4,21.67,"45,080",0.7,12.65,15.73,20.13,26.11,33.07,"26,300","32,720","41,880","54,320","68,790",,
51-9122,"Painters, Transportation Equipment",detailed,"51,760",2.0,21.60,"44,920",0.8,12.40,15.64,19.79,26.21,32.98,"25,790","32,520","41,150","54,520","68,600",,
33-3011,Bailiffs,detailed,"17,730",1.2,21.59,"44,900",1.2,10.89,14.96,20.03,28.96,35.13,"22,650","31,110","41,670","60,230","73,070",,
25-4013,Museum Technicians and Conservators,detailed,"10,750",3.3,21.58,"44,880",1.6,11.15,14.93,19.40,26.37,34.89,"23,200","31,060","40,340","54,850","72,570",,
49-2098,Security and Fire Alarm Systems Installers,detailed,"64,730",2.6,21.57,"44,860",0.7,13.13,16.48,20.87,26.04,30.94,"27,310","34,280","43,420","54,170","64,350",,
53-7030,"Dredge, Excavating, and Loading Machine Operators",broad,"54,930",2.8,21.54,"44,810",1.3,12.86,15.80,19.54,26.01,33.54,"26,740","32,860","40,650","54,090","69,770",,
17-3030,Surveying and Mapping Technicians,broad,"53,620",2.9,21.54,"44,800",0.6,12.53,15.66,20.20,26.20,32.77,"26,060","32,580","42,010","54,500","68,160",,
17-3031,Surveying and Mapping Technicians,detailed,"53,620",2.9,21.54,"44,800",0.6,12.53,15.66,20.20,26.20,32.77,"26,060","32,580","42,010","54,500","68,160",,
33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"1,650",2.0,21.51,"44,740",1.8,11.78,14.24,17.62,27.01,37.71,"24,500","29,630","36,650","56,170","78,430",,
47-2130,Insulation Workers,broad,"55,180",3.5,21.51,"44,740",1.7,12.17,14.83,18.57,25.42,36.07,"25,310","30,840","38,630","52,880","75,020",,
13-2082,Tax Preparers,detailed,"72,060",3.0,21.50,"44,730",1.5,9.29,11.62,17.53,27.50,38.20,"19,330","24,180","36,450","57,200","79,460",,
45-2020,Animal Breeders,broad,"1,030",11.7,21.47,"44,650",6.0,9.82,13.63,18.93,28.23,36.16,"20,430","28,350","39,380","58,710","75,210",,
45-2021,Animal Breeders,detailed,"1,030",11.7,21.47,"44,650",6.0,9.82,13.63,18.93,28.23,36.16,"20,430","28,350","39,380","58,710","75,210",,
33-0000,Protective Service Occupations,major,"3,351,620",0.4,21.45,"44,610",0.7,9.35,11.90,18.14,28.02,38.31,"19,440","24,750","37,730","58,270","79,690",,
31-2020,Physical Therapist Assistants and Aides,broad,"131,770",1.3,21.44,"44,590",0.6,10.15,12.71,20.66,28.51,34.99,"21,100","26,450","42,980","59,300","72,790",,
49-3021,Automotive Body and Related Repairers,detailed,"143,040",1.4,21.44,"44,590",0.6,12.03,15.40,19.70,26.28,33.42,"25,030","32,020","40,970","54,660","69,510",,
49-9043,"Maintenance Workers, Machinery",detailed,"92,520",1.5,21.41,"44,540",0.4,12.81,16.33,20.80,25.92,30.39,"26,650","33,970","43,260","53,920","63,200",,
53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"49,880",3.0,21.41,"44,520",1.4,12.82,15.72,19.26,25.48,33.68,"26,670","32,700","40,050","52,990","70,050",,
43-5010,Cargo and Freight Agents,broad,"81,120",3.6,21.38,"44,470",1.0,11.76,15.45,20.13,25.57,32.08,"24,460","32,140","41,870","53,180","66,730",,
43-5011,Cargo and Freight Agents,detailed,"81,120",3.6,21.38,"44,470",1.0,11.76,15.45,20.13,25.57,32.08,"24,460","32,140","41,870","53,180","66,730",,
25-9090,"Miscellaneous Education, Training, and Library Workers",broad,"108,270",2.9,21.34,"44,380",1.4,10.30,13.54,19.41,26.55,36.14,"21,420","28,160","40,380","55,230","75,170",,
25-9099,"Education, Training, and Library Workers, All Other",detailed,"108,270",2.9,21.34,"44,380",1.4,10.30,13.54,19.41,26.55,36.14,"21,420","28,160","40,380","55,230","75,170",,
21-1099,"Community and Social Service Specialists, All Other",detailed,"94,670",1.4,21.33,"44,370",0.7,11.72,15.43,20.14,26.31,33.63,"24,370","32,090","41,890","54,730","69,940",,
43-9110,Statistical Assistants,broad,"13,510",3.1,21.26,"44,220",0.9,11.82,15.53,20.53,26.24,31.12,"24,590","32,300","42,700","54,580","64,730",,
43-9111,Statistical Assistants,detailed,"13,510",3.1,21.26,"44,220",0.9,11.82,15.53,20.53,26.24,31.12,"24,590","32,300","42,700","54,580","64,730",,
47-4040,Hazardous Materials Removal Workers,broad,"42,560",3.6,21.22,"44,150",1.2,12.58,15.06,19.08,26.45,33.77,"26,170","31,330","39,690","55,020","70,230",,
47-4041,Hazardous Materials Removal Workers,detailed,"42,560",3.6,21.22,"44,150",1.2,12.58,15.06,19.08,26.45,33.77,"26,170","31,330","39,690","55,020","70,230",,
27-4012,Broadcast Technicians,detailed,"28,270",3.7,21.18,"44,050",1.4,9.15,11.99,18.02,28.13,38.11,"19,030","24,940","37,490","58,510","79,260",,
53-7031,Dredge Operators,detailed,"1,850",8.8,21.18,"44,040",2.6,12.38,15.82,19.26,25.51,32.54,"25,760","32,910","40,060","53,070","67,690",,
29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"697,250",0.6,21.17,"44,030",0.2,15.40,17.45,20.76,24.12,28.61,"32,040","36,300","43,170","50,160","59,510",,
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"697,250",0.6,21.17,"44,030",0.2,15.40,17.45,20.76,24.12,28.61,"32,040","36,300","43,170","50,160","59,510",,
47-2044,Tile and Marble Setters,detailed,"34,940",3.6,21.16,"44,010",1.8,11.49,14.85,18.94,25.77,34.59,"23,890","30,880","39,400","53,600","71,950",,
13-1074,Farm Labor Contractors,detailed,"1,230",19.1,21.11,"43,920",10.3,8.59,9.59,14.86,28.04,42.76,"17,870","19,950","30,910","58,330","88,950",,
43-9030,Desktop Publishers,broad,"13,240",4.4,21.10,"43,900",2.1,11.13,14.90,19.15,25.94,33.01,"23,150","30,990","39,840","53,950","68,670",,
43-9031,Desktop Publishers,detailed,"13,240",4.4,21.10,"43,900",2.1,11.13,14.90,19.15,25.94,33.01,"23,150","30,990","39,840","53,950","68,670",,
45-2010,Agricultural Inspectors,broad,"14,670",3.0,21.06,"43,810",0.6,12.71,15.48,20.86,24.73,30.26,"26,440","32,190","43,380","51,430","62,930",,
45-2011,Agricultural Inspectors,detailed,"14,670",3.0,21.06,"43,810",0.6,12.71,15.48,20.86,24.73,30.26,"26,440","32,190","43,380","51,430","62,930",,
49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"17,920",4.2,21.04,"43,760",1.2,11.92,15.23,19.48,24.93,33.42,"24,780","31,680","40,520","51,840","69,520",,
49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"2,789,020",0.3,20.95,"43,570",0.2,11.11,14.55,19.39,26.24,33.37,"23,110","30,270","40,330","54,590","69,410",,
47-2041,Carpet Installers,detailed,"25,810",5.1,20.77,"43,210",2.5,10.11,12.91,17.89,25.96,37.36,"21,020","26,850","37,220","54,010","77,700",,
47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,"75,280",2.5,20.76,"43,180",1.3,10.73,13.94,18.38,25.42,34.87,"22,310","28,990","38,230","52,870","72,530",,
31-9010,Massage Therapists,broad,"92,090",2.7,20.76,"43,170",1.1,9.07,12.19,18.29,27.01,35.99,"18,860","25,350","38,040","56,180","74,860",,
31-9011,Massage Therapists,detailed,"92,090",2.7,20.76,"43,170",1.1,9.07,12.19,18.29,27.01,35.99,"18,860","25,350","38,040","56,180","74,860",,
43-4060,"Eligibility Interviewers, Government Programs",broad,"130,420",1.0,20.69,"43,040",0.6,14.16,16.53,20.75,24.68,27.74,"29,460","34,380","43,170","51,340","57,700",,
43-4061,"Eligibility Interviewers, Government Programs",detailed,"130,420",1.0,20.69,"43,040",0.6,14.16,16.53,20.75,24.68,27.74,"29,460","34,380","43,170","51,340","57,700",,
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"53,110",3.0,20.68,"43,020",1.2,12.28,14.88,18.40,24.42,33.10,"25,540","30,940","38,270","50,790","68,860",,
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,"1,554,340",0.4,20.67,"42,990",0.3,10.66,14.24,19.31,26.04,32.33,"22,180","29,620","40,160","54,170","67,250",,
47-2022,Stonemasons,detailed,"13,210",8.1,20.66,"42,970",2.6,10.74,13.85,18.57,25.03,33.16,"22,350","28,800","38,630","52,060","68,970",,
21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"87,090",1.7,20.64,"42,920",0.5,12.43,15.31,19.22,24.59,30.30,"25,860","31,850","39,980","51,140","63,030",,
53-5010,Sailors and Marine Oilers,broad,"30,570",4.0,20.63,"42,910",1.6,10.79,14.41,19.84,25.62,31.82,"22,440","29,980","41,260","53,290","66,190",,
53-5011,Sailors and Marine Oilers,detailed,"30,570",4.0,20.63,"42,910",1.6,10.79,14.41,19.84,25.62,31.82,"22,440","29,980","41,260","53,290","66,190",,
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,193,850",0.4,20.63,"42,900",0.2,11.43,14.28,18.42,23.98,31.08,"23,770","29,700","38,310","49,870","64,640",,
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"20,070",4.5,20.57,"42,790",1.3,13.32,16.35,20.31,24.06,28.50,"27,700","34,020","42,240","50,040","59,280",,
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"270,360",0.9,20.52,"42,680",0.4,11.63,14.53,18.96,24.96,31.88,"24,180","30,220","39,440","51,930","66,300",,
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"270,360",0.9,20.52,"42,680",0.4,11.63,14.53,18.96,24.96,31.88,"24,180","30,220","39,440","51,930","66,300",,
11-1030,Legislators,broad,"55,820",1.3,*,"42,530",1.2,*,*,*,*,*,"16,950","18,160","20,500","64,180","91,960",TRUE,
11-1031,Legislators,detailed,"55,820",1.3,*,"42,530",1.2,*,*,*,*,*,"16,950","18,160","20,500","64,180","91,960",TRUE,
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"9,830",7.0,20.44,"42,520",2.7,11.15,14.06,17.80,24.45,34.68,"23,190","29,240","37,030","50,860","72,130",,
49-9061,Camera and Photographic Equipment Repairers,detailed,"3,540",8.9,20.44,"42,510",3.2,10.54,13.59,19.53,25.95,30.77,"21,920","28,260","40,620","53,970","64,010",,
53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"1,678,280",0.6,20.43,"42,500",0.2,12.62,15.71,19.36,24.13,29.81,"26,240","32,670","40,260","50,190","62,010",,
27-2030,Dancers and Choreographers,broad,"15,160",5.8,20.39,"42,410",2.5,8.72,9.88,16.85,26.36,38.17,"18,130","20,550","35,050","54,830","79,390",,
51-9070,Jewelers and Precious Stone and Metal Workers,broad,"25,270",4.8,20.38,"42,380",2.2,10.40,13.17,17.82,24.01,32.31,"21,640","27,400","37,060","49,930","67,210",,
51-9071,Jewelers and Precious Stone and Metal Workers,detailed,"25,270",4.8,20.38,"42,380",2.2,10.40,13.17,17.82,24.01,32.31,"21,640","27,400","37,060","49,930","67,210",,
25-3020,Self-Enrichment Education Teachers,broad,"217,530",1.5,20.36,"42,350",0.9,9.16,11.93,17.64,25.75,35.39,"19,050","24,810","36,680","53,560","73,610",,
25-3021,Self-Enrichment Education Teachers,detailed,"217,530",1.5,20.36,"42,350",0.9,9.16,11.93,17.64,25.75,35.39,"19,050","24,810","36,680","53,560","73,610",,
43-3090,Miscellaneous Financial Clerks,broad,"34,700",3.8,20.32,"42,270",0.8,12.51,15.63,19.27,23.78,29.20,"26,010","32,510","40,080","49,450","60,740",,
43-3099,"Financial Clerks, All Other",detailed,"34,700",3.8,20.32,"42,270",0.8,12.51,15.63,19.27,23.78,29.20,"26,010","32,510","40,080","49,450","60,740",,
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,"166,610",1.6,20.27,"42,150",0.6,12.29,14.75,18.16,23.97,31.48,"25,570","30,670","37,780","49,860","65,480",,
43-9010,Computer Operators,broad,"51,510",1.9,20.26,"42,140",0.7,11.07,14.56,19.43,25.63,29.58,"23,020","30,280","40,420","53,300","61,520",,
43-9011,Computer Operators,detailed,"51,510",1.9,20.26,"42,140",0.7,11.07,14.56,19.43,25.63,29.58,"23,020","30,280","40,420","53,300","61,520",,
43-3050,Payroll and Timekeeping Clerks,broad,"166,700",0.7,20.26,"42,130",0.3,12.74,15.94,19.71,23.82,28.89,"26,510","33,160","41,000","49,550","60,080",,
43-3051,Payroll and Timekeeping Clerks,detailed,"166,700",0.7,20.26,"42,130",0.3,12.74,15.94,19.71,23.82,28.89,"26,510","33,160","41,000","49,550","60,080",,
51-4040,Machinists,broad,"399,040",0.9,20.25,"42,120",0.3,12.13,15.38,19.49,24.40,29.47,"25,230","31,990","40,550","50,750","61,290",,
51-4041,Machinists,detailed,"399,040",0.9,20.25,"42,120",0.3,12.13,15.38,19.49,24.40,29.47,"25,230","31,990","40,550","50,750","61,290",,
47-2051,Cement Masons and Concrete Finishers,detailed,"163,360",1.6,20.23,"42,080",0.6,12.28,14.74,18.14,23.93,31.33,"25,550","30,660","37,740","49,770","65,160",,
47-2160,Plasterers and Stucco Masons,broad,"22,420",4.8,20.22,"42,070",1.7,12.33,15.06,17.94,23.64,31.60,"25,640","31,310","37,320","49,170","65,730",,
47-2161,Plasterers and Stucco Masons,detailed,"22,420",4.8,20.22,"42,070",1.7,12.33,15.06,17.94,23.64,31.60,"25,640","31,310","37,320","49,170","65,730",,
43-2090,Miscellaneous Communications Equipment Operators,broad,"2,010",4.1,20.19,"41,990",1.7,12.67,15.15,19.39,24.79,28.58,"26,360","31,510","40,330","51,570","59,440",,
43-2099,"Communications Equipment Operators, All Other",detailed,"2,010",4.1,20.19,"41,990",1.7,12.67,15.15,19.39,24.79,28.58,"26,360","31,510","40,330","51,570","59,440",,
47-2151,Pipelayers,detailed,"40,710",2.6,20.15,"41,910",0.9,12.33,14.48,18.16,24.60,32.01,"25,640","30,120","37,780","51,180","66,580",,
45-4021,Fallers,detailed,"5,840",10.6,20.07,"41,750",3.1,10.65,13.55,17.50,25.44,33.62,"22,150","28,190","36,400","52,920","69,920",,
51-2030,Engine and Other Machine Assemblers,broad,"38,700",4.6,20.07,"41,750",1.8,12.40,15.02,19.04,25.44,28.97,"25,790","31,230","39,600","52,910","60,250",,
51-2031,Engine and Other Machine Assemblers,detailed,"38,700",4.6,20.07,"41,750",1.8,12.40,15.02,19.04,25.44,28.97,"25,790","31,230","39,600","52,910","60,250",,
51-7032,"Patternmakers, Wood",detailed,"1,030",11.6,19.98,"41,550",2.8,10.84,14.79,18.46,23.85,32.84,"22,540","30,760","38,410","49,600","68,310",,
51-2093,Timing Device Assemblers and Adjusters,detailed,"1,190",11.5,19.96,"41,510",4.8,11.77,14.34,17.76,23.96,33.60,"24,480","29,820","36,940","49,840","69,890",,
51-4062,"Patternmakers, Metal and Plastic",detailed,"4,020",5.4,19.95,"41,500",2.1,11.03,14.38,19.69,25.43,29.07,"22,930","29,910","40,960","52,900","60,470",,
39-4010,Embalmers,broad,"3,710",5.9,19.95,"41,490",1.9,11.32,14.35,19.43,24.43,29.43,"23,550","29,850","40,410","50,810","61,210",,
39-4011,Embalmers,detailed,"3,710",5.9,19.95,"41,490",1.9,11.32,14.35,19.43,24.43,29.43,"23,550","29,850","40,410","50,810","61,210",,
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"254,440",1.4,*,"41,470",1.0,*,*,*,*,*,"17,970","20,180","31,010","48,830","71,950",TRUE,
29-2012,Medical and Clinical Laboratory Technicians,detailed,"157,610",1.5,19.91,"41,420",0.4,12.45,15.07,18.73,23.76,29.23,"25,890","31,350","38,970","49,410","60,810",,
53-5022,Motorboat Operators,detailed,"3,650",15.0,19.88,"41,350",4.1,9.32,11.67,17.69,28.24,33.95,"19,390","24,280","36,800","58,730","70,620",,
49-3020,Automotive Technicians and Repairers,broad,"798,280",0.6,19.85,"41,290",0.3,10.31,13.67,18.41,24.70,30.72,"21,450","28,420","38,290","51,380","63,900",,
49-9094,Locksmiths and Safe Repairers,detailed,"17,800",4.2,19.84,"41,270",1.1,10.95,14.48,18.83,24.46,29.73,"22,770","30,130","39,160","50,870","61,830",,
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"47,750",3.2,19.81,"41,210",1.2,11.13,14.21,18.47,24.28,30.12,"23,150","29,550","38,420","50,510","62,650",,
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"31,740",4.3,19.81,"41,200",1.7,12.05,14.74,19.51,23.82,28.79,"25,060","30,660","40,590","49,540","59,880",,
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"142,650",2.0,19.77,"41,120",0.6,10.61,13.64,18.14,24.64,30.56,"22,060","28,360","37,730","51,240","63,560",,
43-3060,Procurement Clerks,broad,"71,470",1.4,19.72,"41,010",0.4,12.55,15.73,19.52,23.30,27.32,"26,110","32,720","40,600","48,450","56,820",,
43-3061,Procurement Clerks,detailed,"71,470",1.4,19.72,"41,010",0.4,12.55,15.73,19.52,23.30,27.32,"26,110","32,720","40,600","48,450","56,820",,
53-7120,"Tank Car, Truck, and Ship Loaders",broad,"11,960",9.4,19.72,"41,010",2.6,10.76,13.61,17.63,23.62,33.57,"22,370","28,320","36,660","49,120","69,820",,
53-7121,"Tank Car, Truck, and Ship Loaders",detailed,"11,960",9.4,19.72,"41,010",2.6,10.76,13.61,17.63,23.62,33.57,"22,370","28,320","36,660","49,120","69,820",,
39-9031,Fitness Trainers and Aerobics Instructors,detailed,"237,760",1.4,19.70,"40,970",0.8,8.98,11.19,17.39,25.45,33.74,"18,690","23,280","36,160","52,940","70,180",,
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"386,240",0.9,19.70,"40,970",0.3,12.47,15.18,18.34,23.01,28.85,"25,940","31,570","38,150","47,860","60,000",,
43-5040,"Meter Readers, Utilities",broad,"34,970",1.8,19.66,"40,900",0.8,10.62,13.46,18.51,24.70,30.73,"22,080","28,000","38,510","51,380","63,910",,
43-5041,"Meter Readers, Utilities",detailed,"34,970",1.8,19.66,"40,900",0.8,10.62,13.46,18.51,24.70,30.73,"22,080","28,000","38,510","51,380","63,910",,
43-2020,Telephone Operators,broad,"9,750",12.2,19.62,"40,820",5.6,10.51,12.90,17.25,25.60,30.44,"21,860","26,830","35,880","53,240","63,320",,
43-2021,Telephone Operators,detailed,"9,750",12.2,19.62,"40,820",5.6,10.51,12.90,17.25,25.60,30.44,"21,860","26,830","35,880","53,240","63,320",,
49-3023,Automotive Service Technicians and Mechanics,detailed,"638,080",0.7,19.58,"40,720",0.3,10.11,13.34,18.20,24.51,30.45,"21,020","27,740","37,850","50,980","63,330",,
51-4010,Computer Control Programmers and Operators,broad,"172,260",1.4,19.54,"40,650",0.5,12.06,14.68,18.48,23.31,28.84,"25,080","30,530","38,430","48,480","59,980",,
47-2180,Roofers,broad,"109,720",1.7,19.54,"40,630",1.3,11.81,14.12,17.65,23.51,29.90,"24,560","29,380","36,720","48,900","62,180",,
47-2181,Roofers,detailed,"109,720",1.7,19.54,"40,630",1.3,11.81,14.12,17.65,23.51,29.90,"24,560","29,380","36,720","48,900","62,180",,
51-4120,"Welding, Soldering, and Brazing Workers",broad,"439,320",1.1,19.50,"40,560",0.3,12.36,15.04,18.23,22.86,28.56,"25,720","31,280","37,910","47,540","59,410",,
41-9099,"Sales and Related Workers, All Other",detailed,"84,240",1.7,19.49,"40,540",0.9,9.36,11.72,15.98,23.46,33.35,"19,470","24,380","33,240","48,790","69,380",,
47-2141,"Painters, Construction and Maintenance",detailed,"213,330",1.3,19.49,"40,540",0.8,11.49,14.10,17.59,23.21,30.37,"23,900","29,320","36,580","48,280","63,170",,
51-9081,Dental Laboratory Technicians,detailed,"37,520",2.6,19.48,"40,520",0.9,10.68,13.73,17.88,23.72,29.74,"22,220","28,570","37,190","49,340","61,870",,
47-2140,Painters and Paperhangers,broad,"216,340",1.2,19.47,"40,490",0.8,11.47,14.07,17.57,23.18,30.33,"23,850","29,270","36,550","48,220","63,090",,
27-3012,Public Address System and Other Announcers,detailed,"8,000",6.3,19.44,"40,440",5.3,8.38,9.21,12.95,23.45,37.03,"17,430","19,160","26,930","48,780","77,010",,
29-2070,Medical Records and Health Information Technicians,broad,"189,930",1.0,19.44,"40,430",0.4,11.63,14.01,17.84,23.32,29.52,"24,190","29,130","37,110","48,510","61,400",,
29-2071,Medical Records and Health Information Technicians,detailed,"189,930",1.0,19.44,"40,430",0.4,11.63,14.01,17.84,23.32,29.52,"24,190","29,130","37,110","48,510","61,400",,
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"29,700",3.8,19.42,"40,390",1.1,12.32,15.04,18.99,23.20,27.75,"25,620","31,280","39,490","48,260","57,720",,
27-4020,Photographers,broad,"50,070",2.3,19.37,"40,280",1.7,9.06,10.87,15.24,23.36,34.71,"18,850","22,600","31,710","48,600","72,200",,
27-4021,Photographers,detailed,"50,070",2.3,19.37,"40,280",1.7,9.06,10.87,15.24,23.36,34.71,"18,850","22,600","31,710","48,600","72,200",,
21-1090,Miscellaneous Community and Social Service Specialists,broad,"647,650",0.7,19.36,"40,270",0.6,10.32,13.13,17.36,23.37,31.47,"21,480","27,310","36,110","48,600","65,460",,
51-9197,Tire Builders,detailed,"17,710",6.6,19.34,"40,230",2.3,11.99,14.29,18.81,24.63,28.20,"24,950","29,720","39,120","51,220","58,660",,
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"196,940",1.1,19.33,"40,210",0.6,10.78,13.73,17.86,23.24,29.70,"22,430","28,550","37,150","48,330","61,780",,
53-3021,"Bus Drivers, Transit and Intercity",detailed,"168,620",2.2,19.31,"40,160",2.2,10.73,13.51,18.41,24.32,29.92,"22,310","28,090","38,290","50,580","62,240",,
