title,mediaType,eps,duration,startYr,finishYr,description,contentWarn,watched,watching,rating,votes,studio_primary,studios_colab,genre
Detective Conan OVA 2: 16 Suspects,OVA,1,25,2002,2002,"Conan, the Detective Boys, Hattori and the rest of the gang have been invited to Inspector Shiratori's new house for a party celebrating its completion. With delicious food and drink, everyone is pleased as punch to be in attendance; they are especially impressed with Shiratori's wine cellar and multi-million-dollar bottle of Chateau Latour. However, disaster soon strikes when the rare wine is discovered - broken on the floor! Everyone, including Conan, is a suspect; who committed such a crime?",No,3458,24,3.883,1748,TMS Entertainment,No,Other
Macross Frontier Movie 1: Itsuwari no Utahime,Movie,1,67,2009,2009,"The galaxy songstress Sheryl Nome, Ranka Lee, Alto Saotome & friends are traveling space along with the New Macross class ship -Macross Frontier- that contains 10 million citizens in search for new planets in which humankind can develop and progress. The perils of space are vast as itself, the threat from the alien insect-like race Vajra will push all Macross Frontier fleet to an edge, is this the ultimate humankind enemy, or is there something even worse in space. Music & songs will prove one of the most valuable human assets in the space even more powerful than combat VF mechas, as it can reach not only humans but the space and beyond.",Yes,3005,38,4.107,1843,Others,Yes,Other
Idol Time PriPara,TV,34,,2017,2018,"Yui is a girl who lives in the town of Paparajuku, and who dreams of being an idol, even if she realizes that being an idol is next to impossible for her. Her friends often remark on how much she dreams about it. But then, the PriPara idol theme park opens in her town, and that an idol named Laala is coming to town from Parajuku, which only makes Yui dream even bigger. The new PriPara theme park has been updated with new concepts. However, due to a system error, Laala is no longer able to PriPara Change.",No,122,61,2.944,107,Others,Yes,Fantasy
Gunjou no Magmel,TV,13,5,2019,2019,"A new continent named Magmell suddenly appears in the ocean, and a new age of exploration begins. Explorers venture to the island to find previously unknown lifeforms and resources, but experience one disaster after another.",No,2234,199,2.962,2126,Others,No,Other
Gatchaman Crowds,TV,12,5,2013,2013,"The Gatchaman are a group of superhero fighters rumored to exist in urban legends, blurry pictures and second-hand hearsay. Teenager Hajime Ichinose has heard the gossip, but she never imagined her love of stationery would make her a candidate to be a Gatchaman… as their suits are empowered by cosmic notebooks! Hajime teams up with the stern Sugane Tachibana, aloof Jou Hibiki and other beacons of justice - but the Gatchaman are not this world’s only heroes, as Galax, a social media app, lets anyone use their unique skills to assist in a crisis! Strangers and newfound friends must now band together to stop Berg Katze, a mysterious alien who threatens the world with death and destruction.",No,4649,199,3.697,3100,Others,No,Other
009 Re:Cyborg x Zip,Web,10,1,2012,2012,,No,32,2,2.109,15,Others,No,Other
Is this a Zombie? Of the Dead,TV,10,9.5,2012,2012,"The world’s most eligible zombie is back for another round of cross dressing, decomposing, undead adventures in the only show where corpses get all the chicks! Season Two gets off to a shocking start as Ayumu breaks Haruna’s magic chainsaw and accidentally exposes his fondness for pretty pink dresses to the entire school! Next there’s an incident with a dreadful dance that turns out to be a curse – and an embarrassing trip to a maid café where all the zombie’s roommates work! But the shenanigans take a backseat to bigger problems when Ayumu’s mysterious drinking buddy turns out to be the most powerful magical girl of them all! To save his friends and defeat this adorable new menace, zombie boy must do the unthinkable: throw a mixer for his own murderer! With a little help from his loyal harem of vampires, magical girls, and the world’s cutest necromancer, Ayumu just might survive to rot another day!",No,4649,199,4.128,3100,Studio Deen,No,Other
Haru wo Yobu Yume,Music Video,1,2,1970,1970,,No,19,0,1.462,11,Others,No,Other
Kangoku Jikken,Other,20,3,2018,2018,"Eyama Aito, is a depressed high school student who is a victim of bullying every day. He receives a letter on the last day of school before summer vacation, inviting him to a ""confinement game"" where he can name any person, who will then be confined for a month. Aside from murder, Eyama is allowed to do anything to the person, with the promise of a money reward at the end. For his target, Eyama picks Aya Kirishima, the ringleader of the pack that bullies him.",Yes,32,26,2.481,28,Others,No,Other
The Wild Swans,Movie,1,62,1977,1977,"Young Princess Elisa lives a happy life with her brothers in a secret house in the forest. Her family's happiness is destroyed one day when her father becomes lost in the woods and is convinced by an old witch to take her fair-faced daughter for his new bride. The jealous new queen bewitches all but one of the king's seven children, turning his six sons into swans. Elisa takes it upon herself to search for her missing brothers and find a way to restore them to their human forms.",No,149,5,2.926,106,Toei Animation,No,Other
Cheer Boys!! The View We Seven Shared,TV Special,1,24,2016,2016,Haruki and Kazuma recap the first five episodes and review some cheerleading basics.,No,443,9,2.455,249,Others,No,Other
Magical Girl Lyrical Nanoha: Lyrical Toy Box,Music Video,1,4,2001,2001,,No,259,3,2.192,154,Others,No,Other
Horizon in the Middle of Nowhere Special,DVD Special,1,5,2018,2018,,No,104,3,2.709,60,Sunrise,No,Other
My Mental Choices are Completely Interfering with my School Romantic Comedy,TV,10,5,2013,2013,"Good-looking Kanade Amakusa would prefer nothing more than to have a normal high school life. But due to his ""Absolute Choice"", a mental curse compelling him to decide between two outrageous options such as sniffing a smutty magazine on the ground versus eating it in public, everyone thinks he’s a total weirdo! One day, the boy chooses that a beautiful girl will fall from the sky, and much to his surprise, his choice becomes reality! Her name is Chocolat, and she’s come with a message: God will strike a deal with Kanade in the form of missions that might just cure his suffering. Sounds trouble-free enough compared to what he’s already gone through - except they’re on a whole other level of extreme craziness than the choices he already makes daily! Can Kanade successfully clear these outrageous challenges, or will he be forever rejected by his classmates and remain an outcast?!",No,4649,199,3.81,3100,Others,No,Other
Blue Seed Beyond,OVA,3,23.5,1996,1998,"Momiji, Kusanagi and the rest of their friends have managed to save the world and the Aragami are gone forever -- or are they? In San Francisco, Aragami have begun to appear for mysterious reasons, and it's up to the gang to investigate. Luckily, they aren't alone; a young woman named Valencia -- who is the same human/Aragami hybrid as Kusanagi -- shows up to render her assistance and possibly steal Kusanagi's heart! With jealousy rising and monsters galore, can Momiji pull it together long enough to destroy the Aragami once more?",No,1580,30,3.022,857,Production I.G,No,Other
Astroganger,TV,25,5,1972,1973,"A scourge is sweeping across the galaxy—ascourge called the Blasters! These devious andhandily-numbered alien invaders conquer, devour,and destroy every civilized world they see—andnow, their sights are set on Earth! But worry not,good children, because Earth has a top-secretcountermeasure developed by Dr. Hoshi and theInternational Science Police Headquarters. Our secret weapon is the mighty, towering superrobot, Astroganger! Crafted from mysterious alienliving metal, the robot Ganger has just oneweakness—he’s kinda dumb!",No,108,5,2.777,56,Others,No,Other
40meterP: Rain and Asphalt,Music Video,1,5,2013,2013,,No,197,1,1.988,112,Others,No,Other
Mardock Scramble: The Second Combustion,Movie,1,67,2011,2011,"Rescued from a deadly assault on their headquarters, Rune Balot finds temporary shelter in “Paradise” - a high-tech laboratory where the Scramble 09 protocol originated. While the severely injured Oeufcoque regenerates in a healing vat, Rune struggles with her equally injured psyche. As the search for Shell’s hidden memories continues, Rune struggles to bring the man that murdered her to justice in the second combustible volume of Mardock Scramble!",Yes,3087,55,4.011,2381,Others,No,Sci Fi
Harukanaru Toki no Naka de ~Hachiyou Shou~ OVA,OVA,2,25,2005,2006,,No,135,5,2.93,72,Others,No,Other
Love Live! μ's →NEXT LoveLive! 2014: ENDLESS PARADE - Encore Animation,OVA,1,4,2014,2014,,No,319,12,2.963,155,Sunrise,No,Other
Balloon: Mirroring,Music Video,1,4,2016,2016,,No,18,0,2.037,10,Others,No,Other
Uchuusen Sagittarius,TV,34,5,1986,1987,"The series depicts the adventures of four astronauts who travel through space and visit many planets. On each planet they have an adventure. Each adventure seems to have a sort of morality, such as the value of friendship or the protection of endangered species.",No,48,4,2.689,38,Others,No,Other
Kirin no Otenki Mama-san,Other,12,1,1967,1984,,No,12,0,1.528,10,Others,No,Other
Fist of the North Star: Legend of Raoh: Fierce Fight,Movie,1,67,2007,2007,,Yes,984,21,3.949,528,TMS Entertainment,No,Other
Re:vale: NO DOUBT,Music Video,1,4,2017,2017,,No,275,5,3.141,171,Production I.G,No,Action
"Love, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theater",DVD Special,7,3,2012,2013,"Mecha pilot Rikka Takanashi, a Major in the army, has been branded a deserter for refusing to follow orders that would endanger civilian lives. As she flees, she is confronted by her best friend and fellow soldier Sanae Dekomori. With the twin-tailed girl standing between her and freedom, Rikka must come to grips with defeating her dearest comrade - or risking her own life!",No,4649,199,3.199,3100,Others,No,Other
Godannar,TV,13,12,2003,2003,"In 2042, the Earth avoided destruction at the hands the invaders known as the Minesis with the aid of its newly created God-Soul Mecha. Most of the pilots' lives were lost, causing the Earth Defense Force to create many teams of new God-Soul Mecha in preparation for the return of the Mimesis. However, when people once thought to be dead are found inside the bodies of the newly defeated Minesis, friends become enemies and new feelings clash with the old. Can the pilots of Earth's best defense against the Minesis keep their personal lives out of the battle long enough to save it?",No,1898,186,2.914,1414,OLM,Yes,Other
Joshiraku,TV,13,6,2012,2012,"Marii, Kigurumi, Tetora, Gankyou and Kukuru are five young women with completely different interests and personalities, but there's one thing that they all share: performing Rakugo, a unique form of Japanese comic theatre in which a single artist sits in front of an audience and tells an entire story, portraying multiple characters solely through changes of voice and minimal movements. It's a challenging art but all five of our leading ladies are determined to become the best they can… and in the meantime, they find themselves hanging out together, both at the Rakugo theater and around town. And they also have a shared acquaintance, a mysterious stranger who's always wearing a wrestling mask! What's that about?",No,2254,199,3.774,2057,J.C. Staff,No,Other
Himawari Too!!,TV,13,5,2007,2007,"Now that Hayato has finally accepted the role of Himawari’s master, life continues as normal at the Village of Mist’s school for girls… that is, until the boy’s academy is unexpectedly demolished and all the male students disappear! Shortly after this sudden act, Himawari and the others are targeted by a series of bizarre ninjas. However, these incidents are not unrelated. Who is behind these strange events and just what does the mysterious master-of-disguise Takechi-sensei have to do with it all? Himawari, along with Shikimi, Yusura, Himeji, Azami and the bumbling Hayato, must stay on guard if she hopes to find out just what on earth is going on and why the six of them are being specially targeted.",No,1293,90,2.845,810,Others,No,Other
Appleseed: Ex Machina,Movie,1,67,2007,2007,"In the far future, the world lives under the guidance of Olympus – a utopia built after the end of a global war that decimated over half the world’s population. Mankind lives beside both cyborgs and bioroids, a breed of genetically-engineered humans who don’t feel negative emotions. Deunan and Briareous continue to fight for the Olympus task force E.S.W.A.T., but after Briareous is injured in a mission involving a terrorist attack, Deunan is forced to partner with Tereus: a prototype combat bioroid whose genetic makeup was taken from Briareous. Together, the three must try to unravel an insidious terrorist plot and save Olympus once more.",No,4649,52,3.864,3100,Others,No,Other
One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy,TV Special,1,44,2005,2005,"In the city of Grand Zipangu, life is relatively quiet – that is, until the Clown Clan begins to rampage the city’s money exchange! After a confrontation with Chief Straw Hat and his partner Usopp, the clan’s boss, Buggy, uses a smoke bomb to escape. The following day Straw Hat receives an arrow with a note attached; if he wants Onami to live, he must go to the riverbank alone. Will Straw Hat be able to save the Pinwheel Inn’s hostess and free the town from the Clown Clan’s grasp? Some time later, Buggy is back and on the hunt for a mysterious girl named Vivi who has been taken in by Onami and Sanji to recover from her wounds. When Buggy and his clan hire the travelling Monk Zoro to help capture her, will Chief Straw Hat and the others be able to stop them? More importantly, what is the secret that Vivi is hiding?",No,4649,35,3.8,3100,Toei Animation,No,Other
Bakuto Sengen Daigander,TV,34,5,2002,2002,"Akira Akebono, a young boy who is competing in a robot tournament where many of the robots are capable of transforming into animal forms. Akira wants to win the ultimate prize, the Titan Belt, with the help of his group of robots, all of which are capable of forming into the robot Daigunder. Daigunder is the creation of Akira's father, Professor Hajime Akebono. Together with a girl named Haruka, they compete under the name of Team Akira. However, Team Akira faces opposition from not only their competition, but a robot named Ginzan who is under the control of the evil Professor Maelstrom.",No,316,9,2.885,174,Others,No,Other
Valkyrie Drive: Mermaid Specials,DVD Special,6,2,2015,2016,,Yes,787,91,2.254,522,Others,No,Other
Ushio and Tora TV,TV,26,5,2015,2015,"Ushio thinks that his father's talk of an ancient ancestor impaling a demon on a temple altar stone with the legendary Beast Spear is nuts, but when he finds the monster in his own basement, Ushio has to take another look at the family legend! To save his friends and family from the invading spirits, Ushio is forced to release Tora from his captivity. But will the creature prove to be worse than the curse?",No,4649,199,4.05,3100,Others,Yes,Other
Katana Maidens: Mini Toji - Yume,DVD Special,1,4,2019,2019,,No,26,1,2.13,17,Others,No,Other
Code Geass: Lelouch of the Rebellion R2 Picture Drama,DVD Special,9,5,2008,2009,,No,4649,54,3.641,2681,Sunrise,No,Other
Magical Girl Lyrical Nanoha StrikerS,TV,26,5,2007,2007,"Ten years after the Book of Darkness incident, Nanoha, Fate, Hayate and friends are all officers within the Time-Space Administration Bureau. With a new Lost Logia threat on the horizon and overworked Bureau units, Hayate establishes the 6th Mobile Division with the help of Nanoha (and her trainees),  Fate, and her guardian knights. Together, the gang must train hard and rally their ultimate power in order to once again prevent large-scale multidimensional disaster as a result of the misuse of Lost Logia.",No,4649,199,4.037,3100,Others,No,Other
Promare: Galo-hen,Movie,1,11,2019,2019,A prequel set one day before the events of the film.,No,473,28,3.618,276,Others,No,Other
Re:ZERO -Starting Break Time From Zero-,Web,11,3,2016,2016,"Need a happy Break Time to distract you from the pain of Re:ZERO proper? These Re:ZERO shorts feature all of your favorite characters: Subaru, Emilia, Rem, Ram, Felt, and the rest of the gang, able to take a moment away from curses and cults for long enough to enjoy one another's company ~",No,2568,199,3.136,1746,Others,No,Other
Shounen Onmyouji,TV,26,9.5,2006,2007,"Being the insignificant heir to a talented family is rough, especially for someone who has little of his own talents and honestly desires to live up to the family name. Masahiro is the young grandson of the famed Abe no Seime. Although most consider him to be little in the face of his older male relatives, Masahiro is certain he can not only continue the family legacy but that he can stand in his own right as an Onmyouji. With the assistance of his friend Mokkun, he works to increase his skills and abilities as a spiritual protector and guide. With a great deal of will and the quiet assistance of his insightful grandfather, he will become a force of good in the battle against encroaching evil.",No,4649,199,3.981,3100,Studio Deen,No,Other
Telepathy Shoujo Ran,TV,26,5,2008,2008,"Ran Isozaki is a typical middle school student with a typical crush on her childhood friend Rui, and a not-so-typical ability: she has just discovered that she has the power of telepathy! Though she'd rather be finding ways to get Rui's attention, Ran finds herself in the middle of sinister supernatural situations; but she's not alone! Joining Ran is the cocky and beautiful Naha Midori, a fellow telepath who has just transferred to Ran's school. Together, Ran, Naha and Rui will experience the joys of middle school, and the perils of the supernatural!",No,763,191,2.964,709,TMS Entertainment,No,Other
Shin Koihime Musou OVA,OVA,1,25,2010,2010,,Yes,1059,42,3.281,649,Others,No,Other
Huan Jie Wang,Web,20,15,2018,2018,,No,113,91,3.621,104,Others,No,Fantasy
The Princess of the Desert Kingdom,OVA,1,26,2001,2001,The Princess and her animal friends face many challenges in their desert journey to find an oasis and save their draught-stricken kingdom.,No,17,1,2.112,11,Toei Animation,No,Adventure
Junjou Romantica OVA,OVA,1,22,2012,2012,"The OVA is divided into three separate stories. The first one is called ""Junjou Egoist"" and relates to the couple Kamijou Hiroki and Kusama Nowaki who are taking a trip on the Shindai train. The second one is called ""Junjou Terrorist"" and relates to the couple Miyagi You and Takatsuki Shinobu who are having difficulty accepting the age gap between them. And the last one is called ""Junjou Romantica"" and relates to the couple Usami Akihiko and Takahashi Misaki who are remembering the early days when Usami tutored Takahashi for his entrance college exams.",Yes,4649,102,4.17,2810,Studio Deen,No,Based on a Manga
Sugio: Mori de Koi wo Shite,Web,3,4,2015,2015,,No,49,2,1.803,34,Others,No,Other
Otoko to Onna to Inu,Movie,1,3,1967,1970,,No,32,0,2.323,22,Others,No,Other
Fate/stay night: Heaven's Feel I. presage flower,Movie,1,67,2017,2017,"10 years after the Holy Grail War—a battle waged by Masters and Servants over the wish-granting container, the Holy Grail—another war breaks out in Fuyuki City. Shirou Emiya—the adopted son of Kiritsugu Emiya, a participant of the previous Holy Grail War—resolves to fight, carrying out Kiritsugu’s dying wish. There’s a young girl by Shirou’s side who’s in love with him—Sakura Matou. Every morning, she goes to Shirou’s house to make breakfast and dinner for him, bringing kindness into the life of a boy utterly alone in the world. But once the Holy Grail War starts, there’s a change in the air in Fuyuki City. Murders abound across the city, and the atmosphere grows ominous. Shirou decides to shelter Sakura in his home. Along with Saber, the Servant he summons, Shirou allies himself with the magus Rin Tohsaka and takes part in the Holy Grail War. But the battle starts to go awry as secret maneuvers by unseen forces are put into play.",Yes,3834,149,4.396,2627,Others,No,Other
Fairy Princess Minky Momo: Yume no Naka no Rondo,OVA,1,67,1985,1985,"Once upon a time there was a king and a queen and they had a little girl named Princess Gigi. Gigi's royal parents told her that in order to govern their world wisely she would have to learn as much as she could about people, and the best place to do that was on Earth. Once on Earth, Gigi discovers an island with a secret garden where everyone is a child. In the garden she meets Peter who controls the fountain of youth which keeps everyone young. Together Gigi and Peter learn the importance of following their dreams as they fight to keep the power of the fountain of youth from getting in the hands of an evil organization.",No,142,2,3.158,72,Others,No,Other
Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,Movie,1,30,1987,1987,,No,53,1,2.624,28,Toei Animation,No,Other
Silver Spoon,TV,11,7.5,2013,2013,"When Yuugo Hachiken enrolled at Ezonoo, an agricultural high school, he had no idea what he was getting himself into. While his classmates revel in the barnyard chores and hard labor, eager to gain skills for their careers, Yuugo is challenged and sometimes downright horrified by the things he’s having to learn, whether he’s corralling stray cows, learning the shocking truth of where chicken eggs come from, or even getting comfortable with riding a horse! Alongside peers such as the lovely Aki, Yuugo will learn all he can about agriculture, making close friends in the process.",No,4649,199,4.312,3100,A-1 Pictures,No,Other
out of service: Pygmalion,Music Video,1,4,2015,2015,,No,24,0,1.859,11,Others,No,Other
"People in the Box: Dance, Dance, Dance",Music Video,1,4,2012,2012,,No,127,2,2.216,91,Others,No,Other
Digital Juice,OVA,6,3,2002,2002,"From the minds of six directors comes Digital Juice, a Studio 4C collection of six shorts that border on the unusual. From chicken's insurance to trips to the moon, to a wine glass that might be... pregnant?! You can find it all here in one confusing and abstract twenty-minute package.",No,737,14,2.304,517,Others,No,Other
MAPS: Densetsu no Samayoeru Seijin-tachi,OVA,1,51,1987,1987,,No,23,1,2.435,15,Others,No,Adventure
Ragnarok,Web,1,9,2015,2015,"This is the story of the future a little bit ahead. The Japanese representative robot, demonstrated at the venue of The International Giant Robot Exhibition in Odaiba, goes out of control due to an unknown cause and destroys buildings around the venue. The police and Japan Self-Defence force cannot stop the robot, and the American and Russian robots are sent out to save the situation along with the request from Japanese government and the exhibition association office. However, because of the horrible power of the Japanese robot, a fight has begun between them. They fire missiles and shoot energy beam, which should not be loaded, and the area around the venue becomes a battle field. The UK, Chinese and German robots become victims of the circumstance and jump into the battle. The situation gets into a battle royal. Who will be a survivor?",No,404,43,2.99,339,Others,No,Other
Aa Harimanada,TV,23,5,1992,1992,,No,158,14,2.392,90,Others,No,Other
Detective Conan Movie 1: The Time Bombed Skyscraper,Movie,1,67,1997,1997,"Conan, the man whose body was shrunk to that of a child's after being forced to ingest an experimental poison, is approaching his birthday. He receives an invitation from a famous architect... but the invitation is addressed to Shinichi - his adult self - and so Conan sends Ran and Mori in his place instead. Soon afterwards, his adult self also receives a challenge: the wager is the city itself - bombs have been planted everywhere! Conan must now find the bombs and discover the mystery behind the perpetrator using his top notch skills of deduction!",Yes,4649,72,4.221,3100,TMS Entertainment,No,Other
The Rose of Versailles: I'll Love You As Long As I Live,Movie,1,60,1990,1990,,No,32,1,2.918,20,TMS Entertainment,No,Other
"Night is Short, Walk On Girl",Movie,1,67,2017,2017,"As a group of teens go out for a night on the town, a sophomore known only as ""The Girl with Black Hair” experiences a series of surreal encounters with the local nightlife… all the while unaware of the romantic longings of Senpai, a fellow student who has been creating increasingly fantastic and contrived reasons to run into her, in an effort to win her heart.",No,1391,57,4.296,1090,Others,No,Romance
Little Busters!,TV,26,6,2012,2013,"When Riki was young, a group of friends called the Little Busters helped him move on from a terrible loss and taught him how to smile again; but when their leader Kyousuke moved away, the group slowly drifted apart. Now in high school, the group is reunited once more when Kyousuke returns, and at his leader's request, Riki is charged with finding new members to add to their family. With an open heart, the boy must now search for others who’ve suffered similar hardships so that they too can find a place where they belong.",No,4649,199,3.804,3100,J.C. Staff,No,Other
Doraemon: Nobita in Dorabian Nights,Movie,1,67,1991,1991,"While traveling through fairy tales thanks to one of Doraemon's gadgets, Shizuka gets lost and ends up stuck in the world of the Arabian Nights story. Doraemon, Nobita, Suneo, and Jyaian must now locate Shizuka somewhere in the imaginary Middle East.",No,342,5,3.212,201,Others,No,Adventure
Engaged to the Unidentified,TV,12,5,2014,2014,"All Kobeni wanted for her sixteenth birthday was to enjoy a cake with her family, but her mother surprised her with a piece of unwelcome news instead! The teen’s late grandfather arranged a marriage for the girl, and her 'fiancé' Hakuya, along with his mature-for-her-years little sister, are moving into the house today! Now, Kobeni and her pervy older sister Benio must adjust to their new extended family life, from figuring out what foods the newcomers dislike, to explaining to their friends who these new relatives are!",No,4649,199,3.974,3100,Others,No,Other
Walking Man,Movie,1,6,2002,2002,,No,32,0,1.466,26,Others,No,Other
The Ultraman,TV,34,8,1979,1980,,No,37,4,2.18,23,Sunrise,No,Other
All Purpose Cultural Cat Girl Nuku Nuku Dash!,OVA,12,25,1998,1998,"Atsuko Higuichi has amnesia and doesn't remember much more than her nickname Nuku Nuku. She's been taken in by the Natsume family until she can regain her memory; however her new family may have ulterior motives: the young Ryunosuke has fallen in love with her, the father Kyusaku seems to be the only one aware that she is an android, and his wife Akiko works for a company that has a vested interest in capturing Nuku Nuku. Will Atsuko be able to recover her memories and live a normal life, or is she destined to remain a fugitive with amnesia?",No,1723,60,2.894,977,Others,No,Other
Joker Game,TV,12,12,2016,2016,"In autumn of 1937, as the coals of World War II are beginning to smolder, Lt. Col. Yuuki of the Imperial Army secretly establishes a spy training organization called the ""D Agency."" Those chosen as members of the agency, in opposition to the national trend toward reverence of native-born soldiers in the army, are civilian university graduates who pass the superhuman selection test with flying colors. Under the resourceful Lieutenant Colonel Yuuki, they learn not only how to work with gunpowder, wireless communications, vehicles, and airplanes, but also various skills essential for spies...",No,4649,199,3.68,3100,Production I.G,No,Other
High Speed! -Free! Starting Days-,Movie,1,67,2015,2015,"Before they were making waves in high school, Haru and Makoto took their marks in junior high! Take a dive into the past with your favorite swimming boys and new faces as they learn what it means to work together and make new friends.",No,3509,141,4.289,2157,Others,No,Other
I Love Picnic,Other,1,5,2003,2003,,No,36,2,1.657,27,Others,No,Other
Harukanaru Toki no Naka de 3: Onsen Chibi Special,DVD Special,1,7,2008,2008,,No,128,3,2.524,66,Others,No,Fantasy
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,Other,12,1,2016,2016,,No,40,0,2.247,19,Others,No,Other
Love Live! School Idol Project 2,TV,13,8,2014,2014,"With Otonokizaka Academy saved by Honoka Kōsaka and members of µ's from being shut down, students are now back to their normal campus lives — for a brief period. Members of µ's are now brought back to the stage and compete with other idol groups for regional tournaments.",No,4649,199,4.161,3100,Sunrise,No,Other
Future Diary: Ura Mirai Nikki,DVD Special,10,2,2012,2012,,No,639,15,2.753,376,Others,No,Other
Psycho-Pass 3,TV,8,50,2019,2019,Third season of Psycho-Pass.,No,1855,199,4.146,1571,Production I.G,No,Other
Andersen Monogatari Match Uri no Shojo,Movie,1,67,1968,1970,"While the young and poor kid (H. Anderson) was trying to buy tickets for the opera, he discovered his talent for telling stories and singing. Helping unfortunate kids with his stories. Taking them to a daydream like world. It focuses on two stories The Red Shoes, and The Little Match Girl.",No,128,2,2.272,56,Toei Animation,No,Other
Magical Angel Sweet Mint,TV,34,5,1990,1991,"Mint is the princess of the Kingdom of Magic - a beautiful world where witches ride brooms and vacuum cleaners, and a rainbow garden of flowers shows the current emotions and dreams of humanity. As it is her twelfth birthday, Mint must undergo a trial in order to inherit the throne: she must travel to the world of mortals and deliver to them seeds of happiness. However, when Mint discovers that all of the flowers of the rainbow garden are blue (the color of sadness), she knows her task will not be an easy one. Now, with the help of her newfound human friends Nut and Plum, her winged sidekick Waffle and her magical Aunt Herb, Mint must help others realize their dreams with items from her Happy Shop!",No,129,18,2.793,68,Others,No,Other
Steel Angel Kurumi Zero,OVA,3,15,2001,2001,"The future is dull and bleak without the existence of Steel Angels. The rain pours hard and heavy on more days than not and has an acidity to it that keeps most tucked away in their homes. Life is especially dull in the home of High School students Kurumi, Saki, Excelia and Karinka. When Kurumi comes home from a school club meeting with a blush to her face and a lovestruck expression, all the girls gather around, prodding for information. Kurumi has fallen head over heels for a boy named Michihito Kagura, and with the support of her friends she gathers the courage to tell him. But is Kurumi's love strong enough to withstand what fate has in store for her?",No,1908,49,2.739,1009,OLM,No,Romance
Mai Zhu,Movie,1,11,2012,2012,,No,18,0,2.055,14,Others,No,Comedy
Master of Torque 3,Web,1,20,2016,2016,Third season of Master of Torque.,No,37,2,2.156,25,Others,No,Other
Seven Mortal Sins: Tsumi no Kokuhaku Dennou Grimoire!,Other,10,6,2016,2017,,No,29,3,3.156,14,Others,No,Other
Oni,Movie,1,8,1972,1972,"One night, as their elderly mother lies sick in bed reminiscing of the hardships in her life, two brothers head out into the black night to hunt deer. As they head deeper into the forest they are aware of something approaching but dismiss it as little more than the wind and continue on their way. However, as they set a trap for their prey and lay in wait, one of the hunters is captured and only released when his brother shoots the mystery attacker's arm off. Discovering that it is the arm of a demon they have acquired, the pair returns home to find the shock of their lives...",No,217,1,2.62,136,Others,No,Other
IDOLiSH7: RESTART POiNTER,Music Video,1,3,2016,2016,,No,296,11,3.202,159,Others,No,Other
Berserk: Golden Age Arc I - The Egg of the King,Movie,1,67,2012,2012,"He trusts nothing but his own sword. He has no place to call home. The lone mercenary Guts travels a land ravaged by a hundred-year war. Moving from battlefield to battlefield, his skill and ferocity eventually attract the attention of Griffith, the leader of a group of mercenaries called The Band of the Hawk. Desiring Guts's power to help him achieve his goals, Griffith succeeds in recruiting the distrustful Guts by challenging him to a duel and defeating him. As the Band of the Hawk fight together and their bond as a unit grows stronger, Griffith and Guts's bond deepens as well. With their continued success on the battlefield, Griffith achieves the first step toward his lofty goals: his band of mercenaries becomes recognized as a full-fledged army within the Midland Kingdom. Despite all their success, Guts begins to question his reasons for fighting for Griffith's dream, which, unbeknownst to Guts, is destined to bestow a monstrous fate on them both.",Yes,4649,81,4.26,3100,Others,No,Other
To Heart 2 AD OVA,OVA,2,29,2008,2008,"Takaki is back, but with a troublesome problem: he has amnesia! His friends don’t hesitate to take advantage of the situation, trying to convince Takaki of a variety of things: he’s the lover of Manaka, the servant of Yuma-san, and owes Kouji money?! With confusion in his heart, Takaki passes from girl to girl as they try to claim him for their own; and together, the gang tries to help Takaki remain as happy as possible during this difficult time. However, soon Takaki will figure out what happened to make him lose his memory, and it seems to involve Tamaki…",No,1306,80,3.301,688,Others,No,Other
Robot on the Road,Web,1,10,2015,2015,The feeling some encounter and farewell from that journey.,Yes,877,106,3.636,676,Others,No,Other
Navia Dratp,Web,5,3,2005,2005,,No,66,0,1.546,45,Others,No,Other
Kodansha Morning Two CM,Other,1,1,2011,2011,,No,52,1,1.462,33,Others,No,Other
Cocomong 2,TV,26,14,2011,2011,,No,14,0,1.784,10,Others,No,Other
Aigan Kaijuu,TV,34,6,2018,2019,,No,8,9,2.351,10,Others,No,Other
Neko Hiki no Ororane,OVA,1,30,1992,1992,"It is the holiday season. A young man encounters a drunken cat that belongs to an old man in an alleyway. When the young man later goes to a restaurant, he learns that the old man has trained his three cats to sing. The young man is impressed and learns the secret behind the singing cats.",No,60,1,2.659,41,J.C. Staff,No,Fantasy
Xiongmao Monogatari Tao Tao,Movie,1,20,1981,1981,,No,33,0,2.732,21,Others,No,Other
Rokka: Braves of the Six Flowers Picture Drama,DVD Special,3,10,2015,2015,,No,413,70,2.983,217,Others,No,Other
Kiddy Grade: Truth Dawn,Movie,1,67,2007,2007,"A compilation film, covering episodes 19-24 of Kiddy Grade TV series.",No,702,22,3.83,349,Others,No,Sci Fi
